WKT,OBJECTID,AncillaryR,Enabled
"POINT (-93.252414135217904 44.99220237041294)",6548,0,1
"POINT (-93.24370443666885 44.991567022941311)",6549,0,1
"POINT (-93.243388130580527 44.995160759234821)",6550,0,1
"POINT (-93.243606344950294 44.996804412024886)",6551,0,1
"POINT (-93.24337616613964 44.998767084249167)",6552,0,1
"POINT (-93.243631868855218 45.004925048046957)",6553,0,1
"POINT (-93.243689764484614 45.005999491737377)",6554,0,1
"POINT (-93.243896492056095 45.006831425137655)",6555,0,1
"POINT (-93.247188120464983 44.991554510158174)",6556,0,1
"POINT (-93.247400861196141 44.992571969396032)",6557,0,1
"POINT (-93.247403306873409 44.993198539895893)",6558,0,1
"POINT (-93.24360370500473 44.992665530911182)",6559,0,1
"POINT (-93.274298612685712 44.98921462937772)",6560,0,1
"POINT (-93.274665331929015 44.989464441560095)",6561,0,1
"POINT (-93.274632097694422 44.990878145366857)",6562,0,1
"POINT (-93.275128719071532 44.990713480930296)",6563,0,1
"POINT (-93.271557786097773 44.988703279250608)",6564,0,1
"POINT (-93.27127891269572 44.989618659629471)",6565,0,1
"POINT (-93.272773687004957 44.989539334917701)",6566,0,1
"POINT (-93.272471942722774 44.990169182126635)",6567,0,1
"POINT (-93.275996503460533 44.988517022761712)",6568,0,1
"POINT (-93.277173788477853 44.989427257302907)",6569,0,1
"POINT (-93.276894115090585 44.989507535071482)",6570,0,1
"POINT (-93.27937333801286 44.991241786989313)",6571,0,1
"POINT (-93.279937958794775 44.991897680367899)",6572,0,1
"POINT (-93.279389102065906 44.9910090454282)",6573,0,1
"POINT (-93.280081910135223 44.998134923656281)",6574,0,1
"POINT (-93.28031664785135 44.998953758320688)",6575,0,1
"POINT (-93.278323029763783 44.999199406001303)",6576,0,1
"POINT (-93.280318537243147 45.000336637243223)",6577,0,1
"POINT (-93.280325139239281 45.004703361570634)",6579,0,1
"POINT (-93.280484573127282 45.005966110932171)",6580,0,1
"POINT (-93.279518864196604 45.005975333741524)",6581,0,1
"POINT (-93.280446787068044 45.008458184850312)",6582,0,1
"POINT (-93.277648994216577 45.005976360316097)",6583,0,1
"POINT (-93.275818616786964 45.005973481153596)",6584,0,1
"POINT (-93.277101874680966 45.007026461126308)",6585,0,1
"POINT (-93.277100741029997 45.008277960925405)",6586,0,1
"POINT (-93.278695495778734 45.005975386712656)",6587,0,1
"POINT (-93.277794593004984 44.991949224752041)",6588,0,1
"POINT (-93.27840856892459 44.992100521031425)",6589,0,1
"POINT (-93.275950248355613 44.993753415338581)",6590,0,1
"POINT (-93.276876902504512 44.996271454898796)",6591,0,1
"POINT (-93.276451016646533 44.994856256679327)",6592,0,1
"POINT (-93.277161985033317 44.997692503075342)",6593,0,1
"POINT (-93.277713953199978 44.999259433810067)",6594,0,1
"POINT (-93.277093594304873 45.000121059757205)",6595,0,1
"POINT (-93.276776889398135 45.001348047235702)",6596,0,1
"POINT (-93.279899895092655 44.989696975132546)",6599,0,1
"POINT (-93.280795902870111 44.99039625997667)",6600,0,1
"POINT (-93.281161158835289 44.991084982625487)",6601,0,1
"POINT (-93.277940340443308 44.986581733149045)",6602,0,1
"POINT (-93.277612281427068 44.986610100977863)",6603,0,1
"POINT (-93.279613887116128 44.98803468901076)",6604,0,1
"POINT (-93.280699315971546 44.988802089571323)",6605,0,1
"POINT (-93.281674106128733 44.994080224437113)",6606,0,1
"POINT (-93.281265050689427 44.994239298058574)",6607,0,1
"POINT (-93.280395264860061 45.003747622910709)",6608,0,1
"POINT (-93.280032786741216 45.003597040605158)",6609,0,1
"POINT (-93.284936558919313 44.988530145598773)",6610,0,1
"POINT (-93.282879297004712 44.988779239093915)",6611,0,1
"POINT (-93.284777673641059 44.999225861016953)",6612,0,1
"POINT (-93.284846261187568 45.00707396233426)",6613,0,1
"POINT (-93.281599628554645 44.989444549887082)",6614,0,1
"POINT (-93.281967354491385 44.989430589087078)",6615,0,1
"POINT (-93.282573105822777 44.989912290096711)",6616,0,1
"POINT (-93.282227504095559 44.990965716325924)",6617,0,1
"POINT (-93.282857363488716 44.991892473011461)",6618,0,1
"POINT (-93.283060285227506 44.992062947871808)",6619,0,1
"POINT (-93.283408625334445 45.002494282515315)",6620,0,1
"POINT (-93.283458893003868 45.003590318424678)",6621,0,1
"POINT (-93.283469334496857 45.00471987533323)",6622,0,1
"POINT (-93.28347083430009 45.00583055100396)",6623,0,1
"POINT (-93.283480883976836 45.007071380220779)",6624,0,1
"POINT (-93.283491344370915 45.008328664964509)",6625,0,1
"POINT (-93.281731169858801 44.99207310128665)",6626,0,1
"POINT (-93.281756005138263 44.99644917788207)",6627,0,1
"POINT (-93.281775228124701 44.997337616831871)",6628,0,1
"POINT (-93.281856691305109 44.998130163926866)",6629,0,1
"POINT (-93.28152147113714 44.999241371703384)",6630,0,1
"POINT (-93.281556160804868 45.001554738506059)",6631,0,1
"POINT (-93.281557079833988 45.002636553396613)",6632,0,1
"POINT (-93.281918354083615 45.003601960950562)",6633,0,1
"POINT (-93.281913440434323 45.004697502037182)",6634,0,1
"POINT (-93.281710773272565 45.00597160774565)",6635,0,1
"POINT (-93.281951346135529 45.006161313838639)",6636,0,1
"POINT (-93.281934510096121 45.007029637624328)",6637,0,1
"POINT (-93.281946727386043 45.0083143957308)",6638,0,1
"POINT (-93.280025785095731 44.999205434784315)",6639,0,1
"POINT (-93.282003289646127 44.987874415016407)",6640,0,1
"POINT (-93.235731065908482 44.991608528437375)",6641,0,1
"POINT (-93.237234145064278 44.991292679237205)",6642,0,1
"POINT (-93.237070157277685 44.998353581430955)",6643,0,1
"POINT (-93.24109815840994 44.991566148895075)",6644,0,1
"POINT (-93.241034757051793 44.993390583060169)",6645,0,1
"POINT (-93.241040477279043 44.995007996480339)",6646,0,1
"POINT (-93.241091430275546 44.995154604527983)",6647,0,1
"POINT (-93.241065640737247 44.996813647790511)",6648,0,1
"POINT (-93.241076444544021 44.998620377494596)",6649,0,1
"POINT (-93.241059616906554 45.000416741647605)",6650,0,1
"POINT (-93.24106015991444 45.001590530085423)",6651,0,1
"POINT (-93.241071252395813 45.005032381816413)",6652,0,1
"POINT (-93.241081187901955 45.007684117253788)",6653,0,1
"POINT (-93.239768287028255 44.993183201360864)",6654,0,1
"POINT (-93.239604977822637 44.995138744934401)",6655,0,1
"POINT (-93.239791396997717 44.996780146230094)",6656,0,1
"POINT (-93.23980350231929 44.998593044057515)",6657,0,1
"POINT (-93.239794502215489 45.001782314176985)",6658,0,1
"POINT (-93.23981714119212 45.00607024294397)",6659,0,1
"POINT (-93.238262514788431 44.991567331106509)",6660,0,1
"POINT (-93.238520105021763 44.998932665219364)",6661,0,1
"POINT (-93.238526535008944 45.001609269768331)",6662,0,1
"POINT (-93.2385195245717 45.004264960971277)",6663,0,1
"POINT (-93.240627798965562 44.984908424810541)",6664,0,1
"POINT (-93.237269763558899 45.001185363294312)",6665,0,1
"POINT (-93.237269541204171 45.002185692520698)",6666,0,1
"POINT (-93.237267288533857 45.004305857214653)",6667,0,1
"POINT (-93.23726923899352 45.005848616040176)",6668,0,1
"POINT (-93.236983208677486 45.006044359382464)",6669,0,1
"POINT (-93.23726325718097 45.007672784270405)",6670,0,1
"POINT (-93.238814893696002 44.988284182943318)",6671,0,1
"POINT (-93.238027185922576 44.987769068056515)",6672,0,1
"POINT (-93.237040444558829 44.989688134703044)",6673,0,1
"POINT (-93.235723422711729 44.99878505735915)",6674,0,1
"POINT (-93.23596723593549 45.000071312932562)",6675,0,1
"POINT (-93.235971758155614 45.006203610140503)",6676,0,1
"POINT (-93.235641342773931 44.989712187262462)",6677,0,1
"POINT (-93.238113441881225 44.986513446138026)",6678,0,1
"POINT (-93.234712886401226 45.006082595738377)",6679,0,1
"POINT (-93.234459424345957 45.007835441382497)",6680,0,1
"POINT (-93.235381752705123 45.005275383900475)",6681,0,1
"POINT (-93.234907526085792 45.004751522033835)",6682,0,1
"POINT (-93.234193405723744 45.004755612513982)",6683,0,1
"POINT (-93.232930255474955 45.004760247276145)",6684,0,1
"POINT (-93.231778147338019 45.004756400840897)",6685,0,1
"POINT (-93.232157498059124 45.003919151404197)",6686,0,1
"POINT (-93.230651508028345 45.004686469735582)",6687,0,1
"POINT (-93.229796533033223 45.0035739152869)",6688,0,1
"POINT (-93.228341467904968 45.004832249825277)",6689,0,1
"POINT (-93.227597252021283 45.005405102844428)",6690,0,1
"POINT (-93.233466319247327 44.991567899089958)",6691,0,1
"POINT (-93.233415510965386 45.006072522892303)",6694,0,1
"POINT (-93.233165425516944 45.007836893830181)",6695,0,1
"POINT (-93.23208312205638 45.005868957177093)",6696,0,1
"POINT (-93.231885530432649 45.007828542551181)",6697,0,1
"POINT (-93.232128772970512 44.991357660481135)",6698,0,1
"POINT (-93.232121494676335 44.99393243273127)",6699,0,1
"POINT (-93.232132136108518 44.99682392555119)",6700,0,1
"POINT (-93.232121462511302 44.995553411347061)",6701,0,1
"POINT (-93.23215083861281 44.998575359108237)",6702,0,1
"POINT (-93.232132404203696 44.999514012514787)",6703,0,1
"POINT (-93.23455242748922 44.998837619891219)",6704,0,1
"POINT (-93.232858802085971 45.000416770638012)",6705,0,1
"POINT (-93.230337259415791 44.99501351453123)",6706,0,1
"POINT (-93.229628842692691 44.99877879335974)",6707,0,1
"POINT (-93.230842510160031 45.00606617568927)",6708,0,1
"POINT (-93.230599707651805 45.007824303560334)",6709,0,1
"POINT (-93.229569869505795 44.991334244908607)",6710,0,1
"POINT (-93.229574004826958 44.992791087056048)",6711,0,1
"POINT (-93.229360276500756 44.991533559220905)",6712,0,1
"POINT (-93.229556577616535 45.006059879517643)",6713,0,1
"POINT (-93.229340814662095 45.00781858284904)",6714,0,1
"POINT (-93.228356219901954 45.006004924198685)",6715,0,1
"POINT (-93.228275927072801 45.006800055485307)",6716,0,1
"POINT (-93.228033041788905 45.007813196608396)",6717,0,1
"POINT (-93.228613194655011 44.995009678783468)",6718,0,1
"POINT (-93.22465789907713 45.008488916729036)",6719,0,1
"POINT (-93.225401589806211 45.00796344488581)",6720,0,1
"POINT (-93.225471949213585 44.993218254092916)",6721,0,1
"POINT (-93.225481415389041 44.994967168699588)",6722,0,1
"POINT (-93.2239201399058 44.991556334381656)",6723,0,1
"POINT (-93.224203516278834 44.994978374449943)",6724,0,1
"POINT (-93.224231110925373 44.996819240830909)",6725,0,1
"POINT (-93.224234054366576 44.998595646814046)",6726,0,1
"POINT (-93.223923629431297 44.998808285782872)",6727,0,1
"POINT (-93.22537030106605 44.998791677625746)",6728,0,1
"POINT (-93.222879110313698 44.991367431070685)",6729,0,1
"POINT (-93.22289318062225 44.992527834837261)",6730,0,1
"POINT (-93.222904440237315 44.993929942581133)",6731,0,1
"POINT (-93.22297580813968 44.996987797522799)",6732,0,1
"POINT (-93.221596955941379 44.991363950150223)",6733,0,1
"POINT (-93.221291524109674 44.99243245284292)",6734,0,1
"POINT (-93.22161387777679 44.993114354727204)",6735,0,1
"POINT (-93.221615955808176 44.9950099965722)",6736,0,1
"POINT (-93.221653712587198 44.995195851934973)",6737,0,1
"POINT (-93.221823681699533 44.997001364963147)",6738,0,1
"POINT (-93.221791641283403 44.998607053478693)",6739,0,1
"POINT (-93.220676033159862 44.998851333896134)",6740,0,1
"POINT (-93.219990821846181 44.992447376152548)",6741,0,1
"POINT (-93.22028624263227 44.993118554572433)",6742,0,1
"POINT (-93.220083061030422 44.995275729908634)",6743,0,1
"POINT (-93.220322534130275 44.994730146857577)",6744,0,1
"POINT (-93.217774618198021 44.991425644991992)",6745,0,1
"POINT (-93.218970019917279 44.99245793429354)",6746,0,1
"POINT (-93.217849284630276 44.992470884937838)",6747,0,1
"POINT (-93.217780733387343 44.993461951695728)",6748,0,1
"POINT (-93.218041929610862 44.995329462593254)",6749,0,1
"POINT (-93.217924820207813 44.999827968751013)",6750,0,1
"POINT (-93.216013749110317 44.999429954072461)",6751,0,1
"POINT (-93.216571243763852 44.993446941144505)",6752,0,1
"POINT (-93.216542478239731 44.995074655808224)",6753,0,1
"POINT (-93.213774860396583 44.995287332576737)",6754,0,1
"POINT (-93.213942920230167 44.99433926357284)",6755,0,1
"POINT (-93.213904817959488 44.993505669362435)",6756,0,1
"POINT (-93.214991678579523 44.995278520860644)",6757,0,1
"POINT (-93.214143062003103 44.996783892088764)",6758,0,1
"POINT (-93.214148979244143 44.997505186542455)",6759,0,1
"POINT (-93.214159123004137 44.998236135693425)",6760,0,1
"POINT (-93.214170912680004 44.999147378632692)",6761,0,1
"POINT (-93.214172742927914 45.000436683337348)",6762,0,1
"POINT (-93.214164914469521 45.001177735402734)",6763,0,1
"POINT (-93.212372604860818 44.991690003334149)",6764,0,1
"POINT (-93.209878825715066 44.991726583520347)",6765,0,1
"POINT (-93.211685928152676 44.993284567146709)",6766,0,1
"POINT (-93.211707760220975 44.995131993033368)",6767,0,1
"POINT (-93.211720620676729 44.998756967974806)",6768,0,1
"POINT (-93.211710765914461 44.996940117471468)",6769,0,1
"POINT (-93.211700792207466 45.000416442002525)",6770,0,1
"POINT (-93.212787992376676 45.001794230957373)",6771,0,1
"POINT (-93.227149745265336 44.991221484197183)",6772,0,1
"POINT (-93.227288271043449 44.994955872857524)",6773,0,1
"POINT (-93.22728392360024 44.996140685866976)",6774,0,1
"POINT (-93.227285928174041 44.993915289819626)",6775,0,1
"POINT (-93.226549408686083 44.995005623665037)",6776,0,1
"POINT (-93.227285726978096 44.996856807227594)",6777,0,1
"POINT (-93.227287840520503 44.997591830060095)",6778,0,1
"POINT (-93.227287220236448 44.998580392932162)",6779,0,1
"POINT (-93.226655712456093 44.998305927831382)",6780,0,1
"POINT (-93.226725265480752 45.00000300131272)",6781,0,1
"POINT (-93.226756987909511 45.002462585382574)",6782,0,1
"POINT (-93.227801756894053 45.002944448514882)",6783,0,1
"POINT (-93.226742443546115 45.003672385500195)",6784,0,1
"POINT (-93.227357920694345 45.005999588001636)",6785,0,1
"POINT (-93.227031275095968 45.007806925196149)",6786,0,1
"POINT (-93.234666497475388 44.98957053371894)",6787,0,1
"POINT (-93.233397660839699 44.9905756143921)",6788,0,1
"POINT (-93.233391768669577 44.989561316489045)",6789,0,1
"POINT (-93.233393351324992 44.988844120921087)",6790,0,1
"POINT (-93.232125276195148 44.989561628396395)",6791,0,1
"POINT (-93.229582662350268 44.989538850031849)",6792,0,1
"POINT (-93.228299321930791 44.989536484692117)",6793,0,1
"POINT (-93.228288364728485 44.991242438454449)",6794,0,1
"POINT (-93.227023152855438 44.989523121909677)",6795,0,1
"POINT (-93.226860418094802 44.99039093972754)",6796,0,1
"POINT (-93.22576764399453 44.990290668683926)",6797,0,1
"POINT (-93.224410730524284 44.989728195642819)",6798,0,1
"POINT (-93.221406609167559 44.989746373089446)",6799,0,1
"POINT (-93.220133705822434 44.989759781619583)",6800,0,1
"POINT (-93.22162346141306 44.988827444568905)",6801,0,1
"POINT (-93.222681450369691 44.989738512948975)",6802,0,1
"POINT (-93.218868863548252 44.98977638905393)",6803,0,1
"POINT (-93.216535522311588 44.989633514499729)",6804,0,1
"POINT (-93.215241503103698 44.989646836732341)",6805,0,1
"POINT (-93.212730999280808 44.989681386732215)",6806,0,1
"POINT (-93.211271942972857 44.989880011499551)",6807,0,1
"POINT (-93.210021130073173 44.989894755062835)",6808,0,1
"POINT (-93.219037508800824 44.991393514507799)",6809,0,1
"POINT (-93.216496987789938 44.991436327473039)",6810,0,1
"POINT (-93.215221685206203 44.991456042957374)",6811,0,1
"POINT (-93.21375716068259 44.991675582942825)",6812,0,1
"POINT (-93.211225196169224 44.991715020566339)",6813,0,1
"POINT (-93.208823375868818 44.991745585060428)",6814,0,1
"POINT (-93.20802744974921 44.991760752868082)",6815,0,1
"POINT (-93.207851618284636 44.99012520246535)",6816,0,1
"POINT (-93.278780295233062 45.003587712620984)",6817,0,1
"POINT (-93.230190206429626 44.986650078213145)",6818,0,1
"POINT (-93.230473475720714 44.986498094044947)",6819,0,1
"POINT (-93.230200629595188 44.985416839735599)",6820,0,1
"POINT (-93.220466850612709 44.986814870976097)",6821,0,1
"POINT (-93.219455313141793 44.986223236328925)",6822,0,1
"POINT (-93.217905207051032 44.985314651964259)",6823,0,1
"POINT (-93.236090902279287 44.987052984067986)",6824,0,1
"POINT (-93.236723778862981 44.985957281571906)",6825,0,1
"POINT (-93.235389139054561 44.985665892103427)",6826,0,1
"POINT (-93.23494458510207 44.986229481689477)",6827,0,1
"POINT (-93.235322784027005 44.985401894230797)",6828,0,1
"POINT (-93.233956849717856 44.984855681046447)",6829,0,1
"POINT (-93.232109604112779 44.98545675397731)",6830,0,1
"POINT (-93.228660039998502 44.985474793806524)",6831,0,1
"POINT (-93.217875530092414 44.987108833325486)",6832,0,1
"POINT (-93.216583535102416 44.986579467107028)",6833,0,1
"POINT (-93.21515296633946 44.985634686025797)",6834,0,1
"POINT (-93.215422477684825 44.985700368573013)",6835,0,1
"POINT (-93.213412303773325 44.986269968839423)",6836,0,1
"POINT (-93.211624227845576 44.986260166126307)",6837,0,1
"POINT (-93.212433885608348 44.984827182083272)",6838,0,1
"POINT (-93.210221043054148 44.984852433682953)",6839,0,1
"POINT (-93.207826393571438 44.991066029946928)",6840,0,1
"POINT (-93.207872770453605 44.988920199343944)",6841,0,1
"POINT (-93.237426958600039 44.985098565186817)",6842,0,1
"POINT (-93.228680503328789 44.986454104940485)",6843,0,1
"POINT (-93.227100559076547 44.986619027432788)",6844,0,1
"POINT (-93.227088445958628 44.985409881907849)",6845,0,1
"POINT (-93.225663038094865 44.986143716473805)",6846,0,1
"POINT (-93.224288931994565 44.986158668144967)",6847,0,1
"POINT (-93.222925840847367 44.986162268692205)",6848,0,1
"POINT (-93.221659402158991 44.985990941200967)",6849,0,1
"POINT (-93.230477881307024 44.98522921272685)",6850,0,1
"POINT (-93.248258564505889 44.987978310544229)",6851,0,1
"POINT (-93.257147777890211 44.991545954117761)",6852,0,1
"POINT (-93.234661047025924 44.991374683641816)",6853,0,1
"POINT (-93.234490764355741 44.991584812013237)",6854,0,1
"POINT (-93.23187597584409 44.993322139956511)",6855,0,1
"POINT (-93.211201797146913 44.988083373045015)",6856,0,1
"POINT (-93.208670753090956 44.988121275024987)",6857,0,1
"POINT (-93.224200410988033 44.993937454588568)",6858,0,1
"POINT (-93.224195411640551 44.993216156274784)",6859,0,1
"POINT (-93.278757797358693 44.997527564744992)",6860,0,1
"POINT (-93.283793273530151 45.00037981573216)",6861,0,1
"POINT (-93.257918916404975 44.992664037984866)",6862,0,1
"POINT (-93.257762251877935 44.992902526196325)",6863,0,1
"POINT (-93.233378477181489 44.986715590454111)",6864,0,1
"POINT (-93.274250763162755 44.990187961992383)",6865,0,1
"POINT (-93.273388855351044 44.989948507183506)",6866,0,1
"POINT (-93.211819814652756 45.002841464189949)",6867,0,1
"POINT (-93.211695633767093 45.001690354016283)",6868,0,1
"POINT (-93.225495126092341 44.992324507071103)",6869,0,1
"POINT (-93.220042995851188 44.987972939071582)",6870,0,1
"POINT (-93.259847573911529 44.988118823609788)",6871,0,1
"POINT (-93.264721734407459 45.007361746181658)",6872,0,1
"POINT (-93.280371934058238 45.007151872241323)",6873,0,1
"POINT (-93.271700692992496 44.998103962186043)",6874,0,1
"POINT (-93.232131569373593 44.987751204755348)",6875,0,1
"POINT (-93.231899286952469 44.987901739990967)",6876,0,1
"POINT (-93.269203908457143 44.985403983037713)",6877,0,1
"POINT (-93.248684892086288 44.995185567004228)",6878,0,1
"POINT (-93.247426190243502 44.994993454629629)",6879,0,1
"POINT (-93.248136093067998 44.994896235733968)",6880,0,1
"POINT (-93.251036802812919 44.989082665452379)",6881,0,1
"POINT (-93.207633499616279 44.988134910716184)",6882,0,1
"POINT (-93.222914908897835 44.995001295911571)",6883,0,1
"POINT (-93.252556248139939 45.007412103100499)",6884,0,1
"POINT (-93.229396374192916 45.004619817690774)",6886,0,1
"POINT (-93.279624284021196 44.992084403375912)",6887,0,1
"POINT (-93.273772019334615 44.986903207338237)",6888,0,1
"POINT (-93.275177718541471 44.987484035467865)",6890,0,1
"POINT (-93.257791019054153 44.988871099830511)",6891,0,1
"POINT (-93.220385384330115 44.98620012550429)",6892,0,1
"POINT (-93.263201113460894 45.009975182149418)",6893,0,1
"POINT (-93.261658137682943 45.010964321299014)",6894,0,1
"POINT (-93.260525547956689 45.010051462628148)",6895,0,1
"POINT (-93.259024712837459 45.013233540308946)",6896,0,1
"POINT (-93.256389023833151 45.01005869471394)",6897,0,1
"POINT (-93.255598545946256 45.012284443545667)",6898,0,1
"POINT (-93.255383378695541 45.013229754028856)",6899,0,1
"POINT (-93.252541849480252 45.009902891367908)",6900,0,1
"POINT (-93.253260808746731 45.012217551748115)",6901,0,1
"POINT (-93.267408907228329 45.013231497090146)",6902,0,1
"POINT (-93.270179088134 45.010985442568987)",6903,0,1
"POINT (-93.27017347262597 45.011931771110255)",6904,0,1
"POINT (-93.273015012837305 45.021416838836075)",6905,0,1
"POINT (-93.273107938462317 45.022075805095028)",6906,0,1
"POINT (-93.271541645248348 45.020495678141465)",6907,0,1
"POINT (-93.270211464499155 45.016689926306512)",6908,0,1
"POINT (-93.268996502737096 45.014855545938794)",6909,0,1
"POINT (-93.268999177630562 45.016688862344871)",6910,0,1
"POINT (-93.269187035879597 45.022153475688654)",6911,0,1
"POINT (-93.263236328618973 45.01487584290421)",6912,0,1
"POINT (-93.261636092811514 45.014693820569931)",6913,0,1
"POINT (-93.254385603246917 45.014869335925333)",6914,0,1
"POINT (-93.247479028380226 45.014887861298682)",6915,0,1
"POINT (-93.245409805293889 45.012232610089661)",6916,0,1
"POINT (-93.244651158204391 45.020459058759634)",6917,0,1
"POINT (-93.246116949240843 45.03112515658507)",6918,0,1
"POINT (-93.242306556885737 45.017690756235723)",6919,0,1
"POINT (-93.242293692096808 45.01848660408735)",6920,0,1
"POINT (-93.243871382854962 45.013085793103421)",6921,0,1
"POINT (-93.243880851903697 45.018512600654347)",6922,0,1
"POINT (-93.243366983793138 45.02046236306861)",6923,0,1
"POINT (-93.24112280431585 45.01684279873664)",6924,0,1
"POINT (-93.247505237617375 45.008819111396754)",6925,0,1
"POINT (-93.247499031831168 45.009798810475864)",6926,0,1
"POINT (-93.247154645545578 45.01092959247174)",6927,0,1
"POINT (-93.242340093149778 45.008841103407903)",6928,0,1
"POINT (-93.245661420711386 45.009977129660989)",6929,0,1
"POINT (-93.2829950258987 45.023999620747695)",6930,0,1
"POINT (-93.280718107420753 45.023896797193828)",6931,0,1
"POINT (-93.281334749517981 45.023897088494117)",6932,0,1
"POINT (-93.27978610350516 45.023906106763832)",6933,0,1
"POINT (-93.243876491882233 45.008809052244985)",6934,0,1
"POINT (-93.243868848726805 45.010775300552638)",6935,0,1
"POINT (-93.283451309641507 45.01060565990565)",6936,0,1
"POINT (-93.284109999225535 45.010785365039631)",6937,0,1
"POINT (-93.283445859601855 45.011847469698573)",6938,0,1
"POINT (-93.283540924230138 45.020152443688623)",6939,0,1
"POINT (-93.281976739624341 45.014814574648796)",6940,0,1
"POINT (-93.282086933263813 45.020356923363046)",6941,0,1
"POINT (-93.282305495339287 45.022169982418852)",6942,0,1
"POINT (-93.28357184609996 45.025092596390884)",6943,0,1
"POINT (-93.280673106457712 45.014960683165135)",6944,0,1
"POINT (-93.281016934658979 45.014956252466817)",6945,0,1
"POINT (-93.28118132588267 45.016746115262279)",6946,0,1
"POINT (-93.281488500536767 45.018587900305413)",6947,0,1
"POINT (-93.281304827505508 45.025430891811901)",6948,0,1
"POINT (-93.285068920485571 45.02199982180656)",6949,0,1
"POINT (-93.283500750033738 45.00940696055013)",6950,0,1
"POINT (-93.241063912686897 45.011286100609887)",6951,0,1
"POINT (-93.239796824443445 45.00946185136192)",6952,0,1
"POINT (-93.238520682796945 45.009479053303401)",6953,0,1
"POINT (-93.230791630733194 45.025778760847395)",6954,0,1
"POINT (-93.233116794078867 45.01511604500768)",6955,0,1
"POINT (-93.232243328115374 45.030372476471058)",6956,0,1
"POINT (-93.235986546840252 45.031662057951536)",6957,0,1
"POINT (-93.235911210204449 45.030299860877939)",6958,0,1
"POINT (-93.235910980534371 45.029368747132729)",6959,0,1
"POINT (-93.235676964613674 45.020507451213213)",6960,0,1
"POINT (-93.235669598986178 45.016885209522812)",6961,0,1
"POINT (-93.235951018162964 45.014909279927693)",6962,0,1
"POINT (-93.237217379397421 45.018497465251677)",6963,0,1
"POINT (-93.237234284714276 45.016633059512415)",6964,0,1
"POINT (-93.238463923611278 45.02372675804606)",6965,0,1
"POINT (-93.238460409328567 45.022130081207301)",6966,0,1
"POINT (-93.238589118672351 45.015050869071615)",6967,0,1
"POINT (-93.239505903527302 45.027703902333691)",6968,0,1
"POINT (-93.23974685328163 45.018725151545567)",6970,0,1
"POINT (-93.239779432558535 45.013063879238125)",6971,0,1
"POINT (-93.241010431641811 45.03115316193108)",6972,0,1
"POINT (-93.241022222711251 45.01851751682959)",6973,0,1
"POINT (-93.258103240063292 45.024627469776334)",6974,0,1
"POINT (-93.28506109986931 45.020178858619325)",6975,0,1
"POINT (-93.247491682336474 45.018454878672117)",6976,0,1
"POINT (-93.247488289262122 45.022108547220071)",6977,0,1
"POINT (-93.2802282000834 45.021614999811639)",6978,0,1
"POINT (-93.278264820770829 45.014960470069624)",6979,0,1
"POINT (-93.277472170226872 45.014962410563307)",6980,0,1
"POINT (-93.279179296132128 45.021701429800956)",6981,0,1
"POINT (-93.28179752759192 45.026899472008651)",6982,0,1
"POINT (-93.284367950183295 45.031138148838366)",6983,0,1
"POINT (-93.272083933495153 45.014879942406878)",6984,0,1
"POINT (-93.279041365297573 45.010788578334029)",6985,0,1
"POINT (-93.284782134032284 45.013165449796276)",6986,0,1
"POINT (-93.259224082377983 45.013070384229806)",6987,0,1
"POINT (-93.220496086660717 45.013145898487601)",6988,0,1
"POINT (-93.239703964629186 45.019134581903238)",6989,0,1
"POINT (-93.231270012453166 45.028975929283519)",6990,0,1
"POINT (-93.232065715762502 45.027588619078401)",6991,0,1
"POINT (-93.232063275279685 45.025772986161606)",6992,0,1
"POINT (-93.27708433234065 45.011843249609214)",6993,0,1
"POINT (-93.277342866617175 45.01202726732182)",6994,0,1
"POINT (-93.277323760862998 45.012815148629038)",6995,0,1
"POINT (-93.276193223313086 45.013236222946588)",6996,0,1
"POINT (-93.227977255254928 45.020525047995157)",6997,0,1
"POINT (-93.226951555447329 45.020360675139365)",6998,0,1
"POINT (-93.263206148761412 45.010968189665384)",6999,0,1
"POINT (-93.263213399555127 45.012058651534801)",7000,0,1
"POINT (-93.262960693534282 45.013232322397904)",7001,0,1
"POINT (-93.261662532018306 45.009883901503905)",7002,0,1
"POINT (-93.261654712685726 45.012055947956419)",7003,0,1
"POINT (-93.261428608999339 45.013243243286489)",7004,0,1
"POINT (-93.258606042673293 45.009903044417491)",7005,0,1
"POINT (-93.259028856843258 45.010069766708796)",7006,0,1
"POINT (-93.259221404575726 45.010991702982899)",7007,0,1
"POINT (-93.259225635572193 45.012079232170507)",7008,0,1
"POINT (-93.259063265358904 45.0156898680574)",7009,0,1
"POINT (-93.257074593655943 45.009880015845347)",7010,0,1
"POINT (-93.256806824607452 45.010967617781525)",7011,0,1
"POINT (-93.256811258562593 45.012285025851185)",7012,0,1
"POINT (-93.256555029600406 45.013101219375265)",7013,0,1
"POINT (-93.255395001873282 45.011137039228792)",7014,0,1
"POINT (-93.254389084644743 45.01008572549096)",7015,0,1
"POINT (-93.254389278852457 45.010989091459727)",7016,0,1
"POINT (-93.254387801630926 45.012078259307657)",7017,0,1
"POINT (-93.254390427661122 45.013077695117083)",7018,0,1
"POINT (-93.254173946818469 45.013234251329536)",7019,0,1
"POINT (-93.252537850925094 45.010988777702423)",7020,0,1
