WKT,OBJECTID,AncillaryR,Enabled
"POINT (-93.265312300748718 44.914414854804257)",2388,0,1
"POINT (-93.265334270755886 44.912613264960846)",2389,0,1
"POINT (-93.265106468093919 44.912392883612355)",2390,0,1
"POINT (-93.266503964171008 44.91802754256463)",2391,0,1
"POINT (-93.266300629894857 44.91605970157714)",2392,0,1
"POINT (-93.266554352524594 44.914416937219833)",2393,0,1
"POINT (-93.266577163363337 44.91281283710623)",2394,0,1
"POINT (-93.26749994187405 44.916059015058067)",2395,0,1
"POINT (-93.267889917911816 44.914425166433084)",2396,0,1
"POINT (-93.26906524903211 44.91779750445874)",2397,0,1
"POINT (-93.269138557371875 44.91278666892444)",2398,0,1
"POINT (-93.270409828902132 44.914394626534552)",2399,0,1
"POINT (-93.270489530735077 44.912433609168438)",2400,0,1
"POINT (-93.27163152454942 44.917994260917325)",2401,0,1
"POINT (-93.271431961232437 44.916025082328751)",2402,0,1
"POINT (-93.27167338668599 44.914382972205026)",2403,0,1
"POINT (-93.271450389403469 44.912416793892149)",2404,0,1
"POINT (-93.272701642941612 44.916007698903606)",2405,0,1
"POINT (-93.272965350888057 44.912348651385834)",2406,0,1
"POINT (-93.27409357588374 44.914350887284705)",2407,0,1
"POINT (-93.272903103199994 44.917983724606472)",2408,0,1
"POINT (-93.27802552307304 44.926735529769765)",2409,0,1
"POINT (-93.276691689474518 44.926744557995725)",2410,0,1
"POINT (-93.275398132361858 44.926698300343482)",2411,0,1
"POINT (-93.26130299439717 44.927075270126018)",2412,0,1
"POINT (-93.260055283933838 44.927078464138951)",2413,0,1
"POINT (-93.2575356382942 44.927072119714744)",2415,0,1
"POINT (-93.256264248450478 44.927075145350855)",2416,0,1
"POINT (-93.255010585185317 44.927075741883712)",2417,0,1
"POINT (-93.253736814278739 44.926801806725031)",2418,0,1
"POINT (-93.252483370987804 44.927073698969991)",2419,0,1
"POINT (-93.259842596767228 44.934080662620609)",2420,0,1
"POINT (-93.285545143182617 44.932216132949293)",2421,0,1
"POINT (-93.285580871012002 44.924957984024154)",2422,0,1
"POINT (-93.260045517287125 44.932437218539313)",2423,0,1
"POINT (-93.285772188456548 44.913651927493035)",2424,0,1
"POINT (-93.260048485639032 44.928851356433825)",2425,0,1
"POINT (-93.260078295270304 44.923440175528562)",2426,0,1
"POINT (-93.285553573077706 44.913202618095681)",2427,0,1
"POINT (-93.260123359469745 44.917794801110603)",2428,0,1
"POINT (-93.260147639259998 44.914408016967272)",2429,0,1
"POINT (-93.258593727866312 44.934075373278766)",2430,0,1
"POINT (-93.28444611005645 44.933972409177208)",2431,0,1
"POINT (-93.258781687601982 44.932426424426552)",2432,0,1
"POINT (-93.284459965683212 44.930570719656579)",2433,0,1
"POINT (-93.258793233894892 44.928845293814213)",2434,0,1
"POINT (-93.284467697800608 44.928753767106961)",2435,0,1
"POINT (-93.284477561833484 44.926951165115867)",2436,0,1
"POINT (-93.258799762186172 44.925238818113378)",2437,0,1
"POINT (-93.284254341035378 44.924974483542286)",2438,0,1
"POINT (-93.258813368662871 44.923443461434573)",2439,0,1
"POINT (-93.284494455670725 44.923349137121889)",2440,0,1
"POINT (-93.284502197898092 44.921506655074857)",2441,0,1
"POINT (-93.284516724695806 44.91973019366192)",2442,0,1
"POINT (-93.284508137578413 44.917887818841969)",2443,0,1
"POINT (-93.258852333081236 44.916207243491449)",2444,0,1
"POINT (-93.284269625911691 44.915921748067085)",2445,0,1
"POINT (-93.258873882591487 44.913048666118137)",2446,0,1
"POINT (-93.257568806529406 44.917781302661069)",2447,0,1
"POINT (-93.257334436850769 44.916044382821902)",2448,0,1
"POINT (-93.282933297985807 44.930394735418211)",2449,0,1
"POINT (-93.257544709243177 44.928842884311315)",2450,0,1
"POINT (-93.283165012828434 44.928764849758387)",2451,0,1
"POINT (-93.283183540952166 44.926981093801615)",2452,0,1
"POINT (-93.257541999649348 44.925240649093453)",2453,0,1
"POINT (-93.283199946061828 44.923360735551086)",2454,0,1
"POINT (-93.283224260172688 44.91972319685722)",2455,0,1
"POINT (-93.283221602396097 44.917904630616889)",2456,0,1
"POINT (-93.25755181143694 44.923444756550644)",2457,0,1
"POINT (-93.283878586978915 44.912468262941793)",2458,0,1
"POINT (-93.281496209250491 44.934242863927835)",2459,0,1
"POINT (-93.28126690625416 44.932237596273914)",2460,0,1
"POINT (-93.281505886579026 44.930585063783987)",2461,0,1
"POINT (-93.281673787353597 44.930405246993217)",2462,0,1
"POINT (-93.281865211561737 44.92876872074762)",2463,0,1
"POINT (-93.281874616231903 44.926986253472094)",2464,0,1
"POINT (-93.281879088234987 44.926201851220767)",2465,0,1
"POINT (-93.2819002504868 44.921535466739797)",2466,0,1
"POINT (-93.281916288965832 44.917911516892339)",2467,0,1
"POINT (-93.280340776477658 44.93041771906892)",2468,0,1
"POINT (-93.257510234827961 44.932445889070237)",2469,0,1
"POINT (-93.257521800279562 44.930655977834661)",2470,0,1
"POINT (-93.280586312201791 44.928772769418472)",2471,0,1
"POINT (-93.280598454408761 44.9269924165257)",2472,0,1
"POINT (-93.280601653330123 44.925157685182505)",2473,0,1
"POINT (-93.280610793402275 44.923380428448503)",2474,0,1
"POINT (-93.280628512307089 44.917916437043111)",2475,0,1
"POINT (-93.280367834266855 44.915946320387256)",2476,0,1
"POINT (-93.281350681601126 44.915082771746754)",2477,0,1
"POINT (-93.279932505056863 44.915118158045786)",2478,0,1
"POINT (-93.256024095034974 44.934069809437283)",2479,0,1
"POINT (-93.256251743912969 44.932444047477695)",2480,0,1
"POINT (-93.256253946899719 44.930652480148638)",2481,0,1
"POINT (-93.280472359663165 44.914240530894887)",2482,0,1
"POINT (-93.256246149433835 44.928843710384434)",2483,0,1
"POINT (-93.25604279967817 44.925075831650858)",2484,0,1
"POINT (-93.256275232948596 44.923436858238013)",2485,0,1
"POINT (-93.256289625638516 44.919583844618508)",2486,0,1
"POINT (-93.256291356399984 44.917787432327977)",2487,0,1
"POINT (-93.256295928120508 44.915985019203582)",2488,0,1
"POINT (-93.279853859494239 44.934260054890416)",2489,0,1
"POINT (-93.279611940299986 44.932245455828088)",2490,0,1
"POINT (-93.279857408628644 44.9305926231184)",2491,0,1
"POINT (-93.279055901759904 44.930419837625749)",2492,0,1
"POINT (-93.278719582620823 44.932249659939551)",2493,0,1
"POINT (-93.254982090258267 44.932445164093906)",2494,0,1
"POINT (-93.254986711341218 44.930648617239328)",2495,0,1
"POINT (-93.279289637168759 44.926997377461035)",2496,0,1
"POINT (-93.254994463139951 44.928834544285692)",2497,0,1
"POINT (-93.255004721510588 44.925240530558064)",2498,0,1
"POINT (-93.255085940584678 44.925181663869608)",2499,0,1
"POINT (-93.254995840136331 44.923437652601351)",2500,0,1
"POINT (-93.279339402564759 44.916129221384182)",2501,0,1
"POINT (-93.255013909663347 44.921627770690925)",2502,0,1
"POINT (-93.278017619802313 44.934245641033037)",2503,0,1
"POINT (-93.255016209543797 44.914397934040238)",2504,0,1
"POINT (-93.278017957457521 44.930625063630195)",2505,0,1
"POINT (-93.278024597436698 44.928794118356151)",2506,0,1
"POINT (-93.255031471432062 44.912151366667011)",2507,0,1
"POINT (-93.253500433504499 44.934066674016989)",2508,0,1
"POINT (-93.253719345263889 44.932435061944645)",2509,0,1
"POINT (-93.253721569549171 44.930630795631245)",2510,0,1
"POINT (-93.253724497417991 44.928614723256722)",2511,0,1
"POINT (-93.253729458056426 44.925240240136098)",2512,0,1
"POINT (-93.278038722799877 44.923383751339728)",2513,0,1
"POINT (-93.253735303129758 44.923437510143657)",2514,0,1
"POINT (-93.278044652336149 44.921594878390998)",2515,0,1
"POINT (-93.25373734701293 44.921631425360324)",2516,0,1
"POINT (-93.253734854135288 44.91490520949889)",2517,0,1
"POINT (-93.25376620062805 44.91214754592459)",2518,0,1
"POINT (-93.252509144994235 44.93424324937105)",2519,0,1
"POINT (-93.252481380621703 44.930635537766136)",2520,0,1
"POINT (-93.252486712692615 44.928819047932322)",2521,0,1
"POINT (-93.278103245839716 44.914332636494677)",2522,0,1
"POINT (-93.252479117397101 44.925241506322777)",2523,0,1
"POINT (-93.252483583112081 44.923437101125792)",2524,0,1
"POINT (-93.252487181709625 44.921631265550936)",2525,0,1
"POINT (-93.250976394442063 44.934057558897372)",2526,0,1
"POINT (-93.251199317460589 44.932418706494516)",2527,0,1
"POINT (-93.251189048099732 44.930589342658436)",2528,0,1
"POINT (-93.251199077978868 44.92874768707852)",2529,0,1
"POINT (-93.251193718537777 44.926801435801231)",2530,0,1
"POINT (-93.276498359299978 44.934053411763642)",2531,0,1
"POINT (-93.276709049255743 44.934216292840816)",2532,0,1
"POINT (-93.251187678048751 44.925233067052311)",2533,0,1
"POINT (-93.276690783040678 44.932416009595379)",2534,0,1
"POINT (-93.276704943194659 44.930639535342507)",2535,0,1
"POINT (-93.251190594385832 44.923438745101947)",2536,0,1
"POINT (-93.276477190629365 44.925028115646853)",2537,0,1
"POINT (-93.251192283382252 44.92139502787856)",2538,0,1
"POINT (-93.250966983677714 44.919640823584885)",2539,0,1
"POINT (-93.276740871444517 44.919761573143688)",2540,0,1
"POINT (-93.251193384524768 44.91800800584361)",2541,0,1
"POINT (-93.276747994900035 44.917949994628437)",2542,0,1
"POINT (-93.27679002774245 44.914114766531227)",2543,0,1
"POINT (-93.276798026753141 44.91290520949471)",2544,0,1
"POINT (-93.252488732823821 44.914565157788488)",2545,0,1
"POINT (-93.251189371754876 44.915679744765796)",2546,0,1
"POINT (-93.275398965857917 44.934238465459572)",2547,0,1
"POINT (-93.275388162581294 44.93402177488214)",2548,0,1
"POINT (-93.249675395730819 44.934055758311409)",2549,0,1
"POINT (-93.275399180867879 44.930643471972772)",2550,0,1
"POINT (-93.249934935837274 44.932403088827947)",2551,0,1
"POINT (-93.275364041609777 44.929532630883337)",2552,0,1
"POINT (-93.24992933679998 44.930587786165127)",2553,0,1
"POINT (-93.275434780808098 44.923132219227917)",2554,0,1
"POINT (-93.24993389669784 44.928745722037036)",2555,0,1
"POINT (-93.249974979411363 44.927074700304239)",2556,0,1
"POINT (-93.24992349953186 44.925236724061371)",2557,0,1
"POINT (-93.24964541274295 44.925078974448517)",2558,0,1
"POINT (-93.275476907064473 44.917962996561393)",2559,0,1
"POINT (-93.249919220094711 44.923444338163868)",2560,0,1
"POINT (-93.249920338214835 44.921625960857988)",2561,0,1
"POINT (-93.249655675507995 44.919644838477637)",2562,0,1
"POINT (-93.249932246302791 44.918007072771886)",2563,0,1
"POINT (-93.249937491019097 44.916106734381707)",2564,0,1
"POINT (-93.275503956393962 44.915231804823094)",2565,0,1
"POINT (-93.275514846087304 44.91434729568288)",2566,0,1
"POINT (-93.249922060377443 44.914162454310251)",2567,0,1
"POINT (-93.275536056515207 44.912333140818433)",2568,0,1
"POINT (-93.251054831043092 44.91416476211527)",2569,0,1
"POINT (-93.249924215449155 44.912571338624637)",2570,0,1
"POINT (-93.25759558773693 44.911894750830868)",2571,0,1
"POINT (-93.248681066599204 44.934234551759381)",2572,0,1
"POINT (-93.248450727501535 44.934052543099455)",2573,0,1
"POINT (-93.273859634068572 44.934071130945021)",2574,0,1
"POINT (-93.273949146462598 44.934273377021071)",2575,0,1
"POINT (-93.248666191644986 44.932400706137507)",2576,0,1
"POINT (-93.248665479265142 44.930580428706506)",2577,0,1
"POINT (-93.273957798849295 44.928813237515641)",2578,0,1
"POINT (-93.248658781640302 44.928750543666261)",2579,0,1
"POINT (-93.272823341025244 44.934241267401788)",2580,0,1
"POINT (-93.248657557843202 44.92704934236491)",2581,0,1
"POINT (-93.272814797064953 44.930661974092779)",2582,0,1
"POINT (-93.272812846195251 44.928826387548177)",2583,0,1
"POINT (-93.248643523409726 44.923440473867146)",2584,0,1
"POINT (-93.24865316005652 44.921629566891461)",2585,0,1
"POINT (-93.24842114859338 44.919642455041867)",2586,0,1
"POINT (-93.271306131760937 44.93408315365464)",2587,0,1
"POINT (-93.248643240196927 44.918031677980302)",2588,0,1
"POINT (-93.271506013173152 44.930668323292828)",2589,0,1
"POINT (-93.27150312295224 44.928834399507544)",2590,0,1
"POINT (-93.271493986065039 44.927848429578347)",2591,0,1
"POINT (-93.248648957740286 44.916356631475168)",2592,0,1
"POINT (-93.248647003731861 44.914159673923784)",2593,0,1
"POINT (-93.248648392588805 44.912347134157187)",2594,0,1
"POINT (-93.270214163498011 44.934250705756789)",2595,0,1
"POINT (-93.270216352792829 44.932457027252553)",2596,0,1
"POINT (-93.27022007847799 44.928842039572302)",2597,0,1
"POINT (-93.268718093230248 44.934088894735794)",2598,0,1
"POINT (-93.268916358877362 44.932470675411963)",2599,0,1
"POINT (-93.268904386486071 44.930685815592597)",2600,0,1
"POINT (-93.268909327835701 44.928849093025931)",2601,0,1
"POINT (-93.247417527878952 44.932398867749392)",2602,0,1
"POINT (-93.267669001909823 44.934267013977504)",2603,0,1
"POINT (-93.267670162945905 44.932450241787969)",2604,0,1
"POINT (-93.267665485740082 44.930700876642995)",2605,0,1
"POINT (-93.247412633970157 44.930579822513771)",2606,0,1
"POINT (-93.266120807639609 44.934093498622012)",2607,0,1
"POINT (-93.26634440642232 44.932465943648801)",2608,0,1
"POINT (-93.266348161791996 44.928854427337889)",2609,0,1
"POINT (-93.265140032533196 44.934250390691865)",2610,0,1
"POINT (-93.265140666790145 44.93246253315678)",2611,0,1
"POINT (-93.265147507543773 44.930687160075898)",2612,0,1
"POINT (-93.265148089071687 44.928856996219672)",2613,0,1
"POINT (-93.263595185815817 44.934083415795051)",2614,0,1
"POINT (-93.263828668010746 44.932458991180631)",2615,0,1
"POINT (-93.263822239547366 44.930432522328161)",2616,0,1
"POINT (-93.263604644456535 44.928691449708552)",2617,0,1
"POINT (-93.262336335459324 44.934079426579849)",2618,0,1
"POINT (-93.262596178373968 44.932430354335715)",2619,0,1
"POINT (-93.262603003995295 44.93066096591113)",2620,0,1
"POINT (-93.247410118684783 44.928747569547014)",2621,0,1
"POINT (-93.247129390585954 44.926864960270073)",2622,0,1
"POINT (-93.247403249928723 44.925233053249848)",2623,0,1
"POINT (-93.261107253587454 44.934084819652668)",2624,0,1
"POINT (-93.247400619636508 44.923432023780485)",2625,0,1
"POINT (-93.261301564060005 44.932456012989697)",2626,0,1
"POINT (-93.261294569212069 44.930662737962166)",2627,0,1
"POINT (-93.261296777211044 44.928850893989086)",2628,0,1
"POINT (-93.247398373902072 44.921641983633094)",2629,0,1
"POINT (-93.247394580911006 44.919825035106783)",2630,0,1
"POINT (-93.261322107113941 44.925243692494966)",2631,0,1
"POINT (-93.247383800266476 44.918006914305366)",2632,0,1
"POINT (-93.261331446343391 44.923442413004771)",2633,0,1
"POINT (-93.247415016598552 44.916727085925828)",2634,0,1
"POINT (-93.261187989435953 44.916051037014874)",2635,0,1
"POINT (-93.247385592350454 44.914377664492704)",2636,0,1
"POINT (-93.247389812831543 44.912567931933033)",2637,0,1
"POINT (-93.246136402601266 44.934229140163673)",2638,0,1
"POINT (-93.245907736998618 44.934051532021805)",2639,0,1
"POINT (-93.246137855546749 44.932431064853183)",2640,0,1
"POINT (-93.24613408856257 44.930662112203144)",2641,0,1
"POINT (-93.246130834033224 44.928838226495181)",2642,0,1
"POINT (-93.245902162298151 44.926863356596392)",2643,0,1
"POINT (-93.246121958339401 44.925230836763866)",2644,0,1
"POINT (-93.246206325688846 44.925077090110399)",2645,0,1
"POINT (-93.246116813535892 44.923440958203422)",2646,0,1
"POINT (-93.246111024835798 44.921639740810278)",2647,0,1
"POINT (-93.246110323523396 44.919840268382224)",2648,0,1
"POINT (-93.246108603768732 44.91800957000374)",2649,0,1
"POINT (-93.244868414599694 44.930385195049816)",2650,0,1
"POINT (-93.24487418038153 44.928824730451957)",2651,0,1
"POINT (-93.244637839891013 44.926860157739569)",2652,0,1
"POINT (-93.244859223756706 44.92522799585192)",2653,0,1
"POINT (-93.244853522131692 44.924177556625487)",2654,0,1
"POINT (-93.243604108667725 44.93065743001462)",2655,0,1
"POINT (-93.243598761863467 44.928833596460514)",2656,0,1
"POINT (-93.243372517696912 44.926856656600485)",2657,0,1
"POINT (-93.243600595292818 44.925230468348907)",2658,0,1
"POINT (-93.242334065559291 44.934231203929912)",2659,0,1
"POINT (-93.242331843768412 44.932428331612549)",2660,0,1
"POINT (-93.242332729634455 44.930663079051257)",2661,0,1
"POINT (-93.242332012843804 44.928833827978586)",2662,0,1
"POINT (-93.242067931297271 44.926853838732633)",2663,0,1
"POINT (-93.242328588797974 44.925233038187095)",2664,0,1
"POINT (-93.285712549029782 44.912214693823486)",2665,0,1
"POINT (-93.259039417039958 44.911624961571214)",2666,0,1
"POINT (-93.252497774326585 44.912583911968362)",2667,0,1
"POINT (-93.251202955269719 44.912572816912721)",2668,0,1
"POINT (-93.266339349703856 44.91191470767906)",2669,0,1
"POINT (-93.282186713309784 44.912604564913323)",2670,0,1
"POINT (-93.267885319164719 44.911566294927518)",2671,0,1
"POINT (-93.281908628500744 44.911678420496834)",2672,0,1
"POINT (-93.282893748986908 44.911466661569115)",2673,0,1
"POINT (-93.280847523470939 44.911374457524389)",2674,0,1
"POINT (-93.279278381703548 44.912239709197948)",2675,0,1
"POINT (-93.223431492806398 44.926994714637068)",2676,0,1
"POINT (-93.222997121593679 44.926209790303552)",2677,0,1
"POINT (-93.22237678425266 44.925304320999267)",2678,0,1
"POINT (-93.222113066281494 44.92504105797439)",2679,0,1
"POINT (-93.221758411311825 44.924390927245426)",2680,0,1
"POINT (-93.221163320125399 44.923509176047837)",2681,0,1
"POINT (-93.220513759117523 44.922586073246855)",2682,0,1
"POINT (-93.219915290186293 44.921711348720841)",2683,0,1
"POINT (-93.219264849806592 44.920768316383011)",2684,0,1
"POINT (-93.218572134475352 44.919845681640652)",2685,0,1
"POINT (-93.228323669864835 44.934198961544794)",2686,0,1
"POINT (-93.227481869061009 44.932754407026543)",2687,0,1
"POINT (-93.226604998400674 44.931476355555262)",2688,0,1
"POINT (-93.226078990769068 44.930705607469754)",2689,0,1
"POINT (-93.225448937715015 44.929785684132767)",2690,0,1
"POINT (-93.224814878939043 44.928863605551008)",2691,0,1
"POINT (-93.224194555685216 44.927957101021406)",2692,0,1
"POINT (-93.23955591097338 44.934047998562981)",2693,0,1
"POINT (-93.237272583263689 44.934218603437621)",2694,0,1
"POINT (-93.224377104605992 44.930461490786804)",2695,0,1
"POINT (-93.221911251579229 44.928855491701206)",2696,0,1
"POINT (-93.220207288400616 44.92687779030922)",2697,0,1
"POINT (-93.219929524171448 44.925908189250578)",2698,0,1
"POINT (-93.219580838207364 44.925256972491944)",2699,0,1
"POINT (-93.218602675945831 44.923449467600619)",2700,0,1
"POINT (-93.217243397941417 44.921464986468862)",2701,0,1
"POINT (-93.216624909384038 44.919826620720379)",2702,0,1
"POINT (-93.226414820052838 44.93407438531414)",2703,0,1
"POINT (-93.222009830142937 44.927715219978147)",2704,0,1
"POINT (-93.221301981943625 44.926777624055944)",2705,0,1
"POINT (-93.220502444257917 44.925241727559964)",2706,0,1
"POINT (-93.222825700429695 44.93247749555087)",2707,0,1
"POINT (-93.221537564245608 44.930709141483064)",2708,0,1
"POINT (-93.223002365497052 44.934288935799202)",2709,0,1
"POINT (-93.221739890643562 44.932479080166104)",2710,0,1
"POINT (-93.219212935752722 44.934325022651691)",2711,0,1
"POINT (-93.219212362193289 44.932503339053355)",2712,0,1
"POINT (-93.218976001510313 44.930520346228356)",2713,0,1
"POINT (-93.219205935710235 44.928875078601067)",2714,0,1
"POINT (-93.220204590277604 44.928862023612005)",2715,0,1
"POINT (-93.217949606591958 44.93252123786305)",2716,0,1
"POINT (-93.217712710363969 44.930532114799959)",2717,0,1
"POINT (-93.217944624248403 44.928880077892316)",2718,0,1
"POINT (-93.217936521558016 44.92709805521261)",2719,0,1
"POINT (-93.214199888098534 44.918277305177504)",2720,0,1
"POINT (-93.216667912451356 44.932523786607554)",2721,0,1
"POINT (-93.216661810482847 44.927105948800914)",2722,0,1
"POINT (-93.21664034762847 44.925269577372212)",2723,0,1
"POINT (-93.215396169781769 44.93253715937859)",2724,0,1
"POINT (-93.215159781390383 44.9305526728415)",2725,0,1
"POINT (-93.215387935520681 44.928910256226295)",2726,0,1
"POINT (-93.215385042347719 44.927121108154871)",2727,0,1
"POINT (-93.215383281499712 44.925280369886536)",2728,0,1
"POINT (-93.21396577410151 44.932334948806108)",2729,0,1
"POINT (-93.214108578538998 44.928915908164676)",2730,0,1
"POINT (-93.214108357360047 44.927127131089918)",2731,0,1
"POINT (-93.214100815417709 44.92529309223174)",2732,0,1
"POINT (-93.214103604557593 44.921659926887777)",2733,0,1
"POINT (-93.213861767647458 44.919597410979442)",2734,0,1
"POINT (-93.21259779146034 44.930576056655866)",2735,0,1
"POINT (-93.212844832458345 44.928929837419517)",2736,0,1
"POINT (-93.212843613070888 44.927140245369266)",2737,0,1
"POINT (-93.212824445251712 44.92530138761429)",2738,0,1
"POINT (-93.212581958816372 44.923325940834559)",2739,0,1
"POINT (-93.212816462842554 44.921673159524531)",2740,0,1
"POINT (-93.212822265369084 44.919867030339418)",2741,0,1
"POINT (-93.212364770376553 44.917674321213227)",2742,0,1
"POINT (-93.21155688956533 44.932569810369465)",2743,0,1
"POINT (-93.211321556031947 44.930589828911927)",2744,0,1
"POINT (-93.211551365839853 44.928940832125271)",2745,0,1
"POINT (-93.211547810695549 44.927153289846494)",2746,0,1
"POINT (-93.211542924693433 44.925258775917115)",2747,0,1
"POINT (-93.211317027570161 44.923335768783588)",2748,0,1
"POINT (-93.211547157188633 44.921686227242013)",2749,0,1
"POINT (-93.211542942752175 44.919868568123704)",2750,0,1
"POINT (-93.211146951274003 44.91811638424366)",2751,0,1
"POINT (-93.210282767735592 44.932581200557017)",2752,0,1
"POINT (-93.210277119841493 44.930795785836885)",2753,0,1
"POINT (-93.210278179974978 44.928951592791236)",2754,0,1
"POINT (-93.210266176959166 44.927164809631094)",2755,0,1
"POINT (-93.210268469205076 44.925325013902096)",2756,0,1
"POINT (-93.210037549257194 44.923345713564011)",2757,0,1
"POINT (-93.210271858165058 44.921696227684244)",2758,0,1
"POINT (-93.210264423832498 44.919879083663055)",2759,0,1
"POINT (-93.209945256474356 44.918561045736752)",2760,0,1
"POINT (-93.20901189878667 44.932595378083768)",2761,0,1
"POINT (-93.209007630127005 44.930800884498375)",2762,0,1
"POINT (-93.209006220973691 44.928962359115964)",2763,0,1
"POINT (-93.209003066188274 44.927178716122484)",2764,0,1
"POINT (-93.208994542513679 44.925336956642525)",2765,0,1
"POINT (-93.208760055280848 44.923356444257323)",2766,0,1
"POINT (-93.20899634591143 44.921704127782753)",2767,0,1
"POINT (-93.20898660978537 44.919888357707002)",2768,0,1
"POINT (-93.208986010933899 44.919387797700914)",2769,0,1
"POINT (-93.207722303137189 44.932606972463454)",2770,0,1
"POINT (-93.207723884497355 44.930814327884747)",2771,0,1
"POINT (-93.207729213695416 44.928973155671329)",2772,0,1
"POINT (-93.207736996498596 44.927185791624801)",2773,0,1
"POINT (-93.205549822848411 44.926987694498315)",2774,0,1
"POINT (-93.207725632547039 44.925348785801006)",2775,0,1
"POINT (-93.207479672005505 44.923370009476706)",2776,0,1
"POINT (-93.207727584451987 44.921709720501049)",2777,0,1
"POINT (-93.206259300151544 44.93425849529585)",2779,0,1
"POINT (-93.206470944259252 44.933412648014297)",2780,0,1
"POINT (-93.206452450829104 44.923304954611616)",2781,0,1
"POINT (-93.206230406268702 44.921546353758607)",2782,0,1
"POINT (-93.206463083504403 44.919901708142802)",2783,0,1
"POINT (-93.206107929035653 44.91991048412978)",2784,0,1
"POINT (-93.204874515895852 44.93052831479843)",2785,0,1
"POINT (-93.205483229805409 44.928167064936872)",2786,0,1
"POINT (-93.205011799854788 44.934257395761861)",2787,0,1
"POINT (-93.205239610312731 44.933409727807138)",2788,0,1
"POINT (-93.203644870226157 44.934258190145826)",2789,0,1
"POINT (-93.203482802440277 44.933383689499344)",2790,0,1
"POINT (-93.203354404612028 44.930662991957647)",2791,0,1
"POINT (-93.203305820591979 44.929784156152564)",2792,0,1
"POINT (-93.203415984867831 44.926987762849024)",2793,0,1
"POINT (-93.205388774840188 44.923289796366767)",2794,0,1
"POINT (-93.204416472381368 44.921706481961152)",2795,0,1
"POINT (-93.204744459248786 44.92048364238665)",2796,0,1
"POINT (-93.217902735810128 44.925267026360238)",2797,0,1
"POINT (-93.216935705084623 44.923444424466396)",2798,0,1
"POINT (-93.233413944759064 44.914507449245328)",2799,0,1
"POINT (-93.233439935848949 44.912747157426821)",2800,0,1
"POINT (-93.232307654397133 44.914283158779718)",2801,0,1
"POINT (-93.232055508867802 44.912520991230735)",2802,0,1
"POINT (-93.231010964685794 44.914517892831611)",2803,0,1
"POINT (-93.230806659275444 44.912526474568502)",2804,0,1
"POINT (-93.22973001277856 44.914519105936954)",2805,0,1
"POINT (-93.228463687828594 44.914522870979226)",2806,0,1
"POINT (-93.228258266943612 44.912536365774244)",2807,0,1
"POINT (-93.227199778443676 44.912766563567871)",2808,0,1
"POINT (-93.226974131477249 44.911650231667252)",2809,0,1
"POINT (-93.225748536128648 44.914529999705955)",2810,0,1
"POINT (-93.225547458827606 44.912538334187921)",2811,0,1
"POINT (-93.224315874603789 44.914531877109845)",2812,0,1
"POINT (-93.224120756518872 44.912540275806258)",2813,0,1
"POINT (-93.222891870165455 44.914543126504682)",2814,0,1
"POINT (-93.223140455310187 44.911648980388918)",2815,0,1
"POINT (-93.221604622839138 44.914548189629045)",2816,0,1
"POINT (-93.219061490581126 44.914553597970951)",2817,0,1
"POINT (-93.218858721828383 44.912551003211682)",2818,0,1
"POINT (-93.217795057462496 44.914554283998491)",2819,0,1
"POINT (-93.215236401534483 44.91404358255425)",2820,0,1
"POINT (-93.213739841676428 44.91256469625953)",2821,0,1
"POINT (-93.212693913057507 44.914091467459279)",2822,0,1
"POINT (-93.212700294254702 44.912780262073454)",2823,0,1
"POINT (-93.238538791018598 44.928824721020199)",2824,0,1
"POINT (-93.20368861771604 44.905334853092171)",2825,0,1
"POINT (-93.241066546446348 44.92882809750428)",2826,0,1
"POINT (-93.24106463888954 44.932426703985371)",2827,0,1
"POINT (-93.241067429705311 44.930653673134408)",2828,0,1
"POINT (-93.240841462508911 44.926849967115665)",2829,0,1
"POINT (-93.239795103119675 44.932425125931061)",2830,0,1
"POINT (-93.239793410965333 44.930655631958132)",2831,0,1
"POINT (-93.239798078278668 44.928830492461728)",2832,0,1
"POINT (-93.239571617253745 44.926848114289605)",2833,0,1
"POINT (-93.239794890388723 44.925214827077639)",2834,0,1
"POINT (-93.238529475918597 44.930654730668088)",2835,0,1
"POINT (-93.238308671931009 44.926843504488531)",2836,0,1
"POINT (-93.237260425983933 44.932422977732131)",2837,0,1
"POINT (-93.23727283386404 44.928819896223573)",2838,0,1
"POINT (-93.237030417203798 44.926840370938415)",2839,0,1
"POINT (-93.237275775323241 44.925218688418191)",2840,0,1
"POINT (-93.237097524427654 44.925058018032367)",2841,0,1
"POINT (-93.235993669054338 44.93423046100434)",2842,0,1
"POINT (-93.235994981696479 44.932425425244517)",2843,0,1
"POINT (-93.236007498662218 44.93064941592592)",2844,0,1
"POINT (-93.236004095393056 44.928817507554669)",2845,0,1
"POINT (-93.235778746627645 44.926836642891431)",2846,0,1
"POINT (-93.236006185722658 44.925214154338036)",2847,0,1
"POINT (-93.234730446877009 44.934234583644781)",2848,0,1
"POINT (-93.234726321928719 44.932427025805545)",2849,0,1
"POINT (-93.234729859613623 44.930647883447328)",2850,0,1
"POINT (-93.234732324065163 44.928817289150025)",2851,0,1
"POINT (-93.234507762402131 44.926828652209267)",2852,0,1
"POINT (-93.234731545105475 44.925210129528381)",2853,0,1
"POINT (-93.233462899557694 44.93423583872535)",2854,0,1
